fecha,producto_id,sucursal,unidades_vendidas,precio_unitario
2024-03-29,P2,Sur,15,2.54
2024-03-29,P3,Sur,18,9.41
2024-03-29,P4,Sur,14,7.75
2024-03-29,P5,Sur,19,3.87
2024-03-29,P6,Sur,19,5.45
2024-03-29,P7,Sur,19,9.94
2024-03-29,P8,Sur,20,8.85
2024-03-29,P9,Sur,15,4.17
2024-03-29,P10,Sur,13,6.81
2024-03-30,P1,Centro,20,2.85
2024-03-30,P2,Centro,19,8.01
2024-03-30,P3,Centro,16,5.49
2024-03-30,P4,Centro,19,2.71
2024-03-30,P5,Centro,23,9.9
2024-03-30,P6,Centro,27,3.01
2024-03-30,P7,Centro,17,7.65
2024-03-30,P8,Centro,22,7.5
2024-03-30,P9,Centro,22,5.18
2024-03-30,P10,Centro,17,8.19
2024-03-30,P1,Norte,20,7.4
2024-03-30,P2,Norte,20,4.52
2024-03-30,P3,Norte,19,3.45
2024-03-30,P4,Norte,18,3.52
2024-03-30,P5,Norte,19,2.25
2024-03-30,P6,Norte,14,4.53
2024-03-30,P7,Norte,14,2.71
2024-03-30,P8,Norte,19,3.67
2024-03-30,P9,Norte,21,6.6
2024-03-30,P10,Norte,20,3.21
2024-03-30,P1,Sur,31,2.78
2024-03-30,P2,Sur,20,6.44
2024-03-30,P3,Sur,22,7.14
2024-03-30,P4,Sur,16,6.89
2024-03-30,P5,Sur,26,7.99
2024-03-30,P6,Sur,21,5.49
2024-03-30,P7,Sur,15,9.2
2024-03-30,P8,Sur,20,7.05
2024-03-30,P9,Sur,19,9.0
2024-03-30,P10,Sur,19,8.13
2024-03-31,P1,Centro,16,7.13
2024-03-31,P2,Centro,20,5.48
2024-03-31,P3,Centro,17,6.32
2024-03-31,P4,Centro,16,5.09
2024-03-31,P5,Centro,24,9.37
2024-03-31,P6,Centro,25,6.53
2024-03-31,P7,Centro,17,7.19
2024-03-31,P8,Centro,18,8.71
2024-03-31,P9,Centro,15,6.57
2024-03-31,P10,Centro,22,4.77
2024-03-31,P1,Norte,15,4.88
2024-03-31,P2,Norte,19,2.83
2024-03-31,P3,Norte,26,6.53
2024-03-31,P4,Norte,17,9.56
2024-03-31,P5,Norte,21,6.21
2024-03-31,P6,Norte,24,9.37
2024-03-31,P7,Norte,17,3.49
2024-03-31,P8,Norte,18,4.77
2024-03-31,P9,Norte,20,9.41
2024-03-31,P10,Norte,15,7.33
2024-03-31,P1,Sur,21,8.3
2024-03-31,P2,Sur,27,5.14
2024-03-31,P3,Sur,23,2.11
2024-03-31,P4,Sur,20,5.01
2024-03-31,P5,Sur,14,6.41
2024-03-31,P6,Sur,23,7.92
2024-03-31,P7,Sur,28,3.72
2024-03-31,P8,Sur,21,2.45
2024-03-31,P9,Sur,15,7.62
2024-03-31,P10,Sur,28,8.78
2024-04-01,P1,Centro,14,4.85
2024-04-01,P2,Centro,16,3.45
2024-04-01,P3,Centro,24,6.88
2024-04-01,P4,Centro,15,7.39
2024-04-01,P5,Centro,13,2.97
2024-04-01,P6,Centro,22,9.85
2024-04-01,P7,Centro,15,7.68
2024-04-01,P8,Centro,16,8.09
2024-04-01,P9,Centro,18,3.23
2024-04-01,P10,Centro,18,2.7
2024-04-01,P1,Norte,20,3.94
2024-04-01,P2,Norte,19,8.23
2024-04-01,P3,Norte,15,6.51
2024-04-01,P4,Norte,23,7.03
2024-04-01,P5,Norte,19,5.97
2024-04-01,P6,Norte,23,4.34
2024-04-01,P7,Norte,19,3.37
2024-04-01,P8,Norte,18,3.39
2024-04-01,P9,Norte,23,8.45
2024-04-01,P10,Norte,20,1.99
2024-04-01,P1,Sur,19,7.23
2024-04-01,P2,Sur,21,4.17
2024-04-01,P3,Sur,23,5.95
2024-04-01,P4,Sur,17,7.52
2024-04-01,P5,Sur,17,7.19
2024-04-01,P6,Sur,25,2.29
2024-04-01,P7,Sur,23,8.7
2024-04-01,P8,Sur,17,2.63
2024-04-01,P9,Sur,21,5.59
2024-04-01,P10,Sur,20,6.61
2024-04-02,P1,Centro,26,2.48
2024-04-02,P2,Centro,13,3.81
2024-04-02,P3,Centro,20,3.95
2024-04-02,P4,Centro,12,5.54
2024-04-02,P5,Centro,27,5.04
2024-04-02,P6,Centro,12,4.21
2024-04-02,P7,Centro,14,2.35
2024-04-02,P8,Centro,18,6.52
2024-04-02,P9,Centro,18,5.97
2024-04-02,P10,Centro,19,8.6
2024-04-02,P1,Norte,20,9.83
2024-04-02,P2,Norte,20,5.7
2024-04-02,P3,Norte,19,1.73
2024-04-02,P4,Norte,21,9.42
2024-04-02,P5,Norte,17,8.01
2024-04-02,P6,Norte,15,3.4
2024-04-02,P7,Norte,17,5.6
2024-04-02,P8,Norte,21,4.53
2024-04-02,P9,Norte,18,6.14
2024-04-02,P10,Norte,16,3.41
2024-04-02,P1,Sur,22,2.35
2024-04-02,P2,Sur,20,2.98
2024-04-02,P3,Sur,18,1.92
2024-04-02,P4,Sur,31,4.67
2024-04-02,P5,Sur,10,3.05
2024-04-02,P6,Sur,23,3.27
2024-04-02,P7,Sur,31,5.96
2024-04-02,P8,Sur,21,5.5
2024-04-02,P9,Sur,21,8.96
2024-04-02,P10,Sur,16,2.53
2024-04-03,P1,Centro,18,1.57
2024-04-03,P2,Centro,12,8.16
2024-04-03,P3,Centro,19,8.94
2024-04-03,P4,Centro,13,9.57
2024-04-03,P5,Centro,16,1.82
2024-04-03,P6,Centro,14,8.58
2024-04-03,P7,Centro,22,3.56
2024-04-03,P8,Centro,23,6.89
2024-04-03,P9,Centro,23,9.64
2024-04-03,P10,Centro,22,2.45
2024-04-03,P1,Norte,13,7.69
2024-04-03,P2,Norte,14,1.98
2024-04-03,P3,Norte,27,5.54
2024-04-03,P4,Norte,16,8.81
2024-04-03,P5,Norte,25,5.09
2024-04-03,P6,Norte,12,8.51
2024-04-03,P7,Norte,14,7.6
2024-04-03,P8,Norte,22,4.83
2024-04-03,P9,Norte,17,4.44
2024-04-03,P10,Norte,19,6.17
2024-04-03,P1,Sur,18,6.26
2024-04-03,P2,Sur,20,1.97
2024-04-03,P3,Sur,26,3.16
2024-04-03,P4,Sur,12,3.18
2024-04-03,P5,Sur,22,9.39
2024-04-03,P6,Sur,29,8.81
2024-04-03,P7,Sur,24,9.33
2024-04-03,P8,Sur,16,5.2
2024-04-03,P9,Sur,25,5.23
2024-04-03,P10,Sur,28,2.62
2024-04-04,P1,Centro,25,3.46
2024-04-04,P2,Centro,14,3.78
2024-04-04,P3,Centro,24,2.72
2024-04-04,P4,Centro,23,6.77
2024-04-04,P5,Centro,32,2.66
2024-04-04,P6,Centro,13,6.68
2024-04-04,P7,Centro,21,9.29
2024-04-04,P8,Centro,14,4.73
2024-04-04,P9,Centro,16,3.02
2024-04-04,P10,Centro,21,6.74
2024-04-04,P1,Norte,22,3.45
2024-04-04,P2,Norte,23,9.02
2024-04-04,P3,Norte,24,2.0
2024-04-04,P4,Norte,21,9.32
2024-04-04,P5,Norte,23,2.26
2024-04-04,P6,Norte,20,5.7
2024-04-04,P7,Norte,13,7.31
2024-04-04,P8,Norte,22,2.57
2024-04-04,P9,Norte,17,4.06
2024-04-04,P10,Norte,17,1.83
2024-04-04,P1,Sur,31,10.0
2024-04-04,P2,Sur,15,4.81
2024-04-04,P3,Sur,14,8.85
2024-04-04,P4,Sur,30,2.01
2024-04-04,P5,Sur,23,8.53
2024-04-04,P6,Sur,34,5.05
2024-04-04,P7,Sur,20,8.35
2024-04-04,P8,Sur,27,1.85
2024-04-04,P9,Sur,23,7.13
2024-04-04,P10,Sur,15,7.4
2024-04-05,P1,Centro,28,7.23
2024-04-05,P2,Centro,22,8.19
2024-04-05,P3,Centro,20,7.87
2024-04-05,P4,Centro,22,5.5
2024-04-05,P5,Centro,24,2.77
2024-04-05,P6,Centro,15,4.54
2024-04-05,P7,Centro,21,7.72
2024-04-05,P8,Centro,21,6.69
2024-04-05,P9,Centro,16,5.84
2024-04-05,P10,Centro,21,5.77
2024-04-05,P1,Norte,22,9.9
2024-04-05,P2,Norte,21,7.79
2024-04-05,P3,Norte,18,6.43
2024-04-05,P4,Norte,20,6.31
2024-04-05,P5,Norte,34,7.19
2024-04-05,P6,Norte,19,5.95
2024-04-05,P7,Norte,25,3.08
2024-04-05,P8,Norte,19,8.08
2024-04-05,P9,Norte,17,2.42
2024-04-05,P10,Norte,15,7.5
2024-04-05,P1,Sur,18,7.71
2024-04-05,P2,Sur,19,9.76
2024-04-05,P3,Sur,19,4.6
2024-04-05,P4,Sur,16,7.55
2024-04-05,P5,Sur,21,3.21
2024-04-05,P6,Sur,14,9.19
2024-04-05,P7,Sur,25,3.47
2024-04-05,P8,Sur,17,7.21
2024-04-05,P9,Sur,19,5.06
2024-04-05,P10,Sur,29,3.23
2024-04-06,P1,Centro,22,6.59
2024-04-06,P2,Centro,21,9.75
2024-04-06,P3,Centro,19,6.75
2024-04-06,P4,Centro,23,5.74
2024-04-06,P5,Centro,26,6.5
2024-04-06,P6,Centro,15,4.23
2024-04-06,P7,Centro,23,5.24
2024-04-06,P8,Centro,29,5.51
2024-04-06,P9,Centro,14,6.12
2024-04-06,P10,Centro,23,1.51
2024-04-06,P1,Norte,18,4.71
2024-04-06,P2,Norte,13,9.06
2024-04-06,P3,Norte,26,3.45
2024-04-06,P4,Norte,18,6.55
2024-04-06,P5,Norte,20,3.15
2024-04-06,P6,Norte,15,7.4
2024-04-06,P7,Norte,22,9.96
2024-04-06,P8,Norte,22,7.92
2024-04-06,P9,Norte,24,2.47
2024-04-06,P10,Norte,22,7.52
2024-04-06,P1,Sur,23,6.07
2024-04-06,P2,Sur,19,4.04
2024-04-06,P3,Sur,21,3.62
2024-04-06,P4,Sur,20,3.23
2024-04-06,P5,Sur,19,4.5
2024-04-06,P6,Sur,18,3.86
2024-04-06,P7,Sur,26,9.83
2024-04-06,P8,Sur,11,6.97
2024-04-06,P9,Sur,33,3.29
2024-04-06,P10,Sur,20,6.1
2024-04-07,P1,Centro,17,1.98
2024-04-07,P2,Centro,28,3.04
2024-04-07,P3,Centro,24,8.68
2024-04-07,P4,Centro,21,9.31
2024-04-07,P5,Centro,18,3.99
2024-04-07,P6,Centro,19,4.78
2024-04-07,P7,Centro,18,2.4
2024-04-07,P8,Centro,18,2.67
2024-04-07,P9,Centro,23,2.08
2024-04-07,P10,Centro,28,2.9
2024-04-07,P1,Norte,18,1.9
2024-04-07,P2,Norte,13,4.62
2024-04-07,P3,Norte,9,3.7
2024-04-07,P4,Norte,19,8.7
2024-04-07,P5,Norte,10,2.7
2024-04-07,P6,Norte,18,5.49
2024-04-07,P7,Norte,16,3.5
2024-04-07,P8,Norte,26,5.78
2024-04-07,P9,Norte,6,8.31
2024-04-07,P10,Norte,24,2.06
2024-04-07,P1,Sur,25,6.15
2024-04-07,P2,Sur,17,2.74
2024-04-07,P3,Sur,26,8.03
2024-04-07,P4,Sur,19,2.37
2024-04-07,P5,Sur,22,4.11
2024-04-07,P6,Sur,29,9.6
2024-04-07,P7,Sur,25,2.5
2024-04-07,P8,Sur,15,8.97
2024-04-07,P9,Sur,15,1.98
2024-04-07,P10,Sur,24,5.94
2024-04-08,P1,Centro,26,6.96
2024-04-08,P2,Centro,13,9.79
2024-04-08,P3,Centro,18,5.58
2024-04-08,P4,Centro,21,2.26
2024-04-08,P5,Centro,20,8.22
2024-04-08,P6,Centro,22,5.63
2024-04-08,P7,Centro,25,3.4
2024-04-08,P8,Centro,24,8.64
2024-04-08,P9,Centro,18,3.83
2024-04-08,P10,Centro,21,8.18
2024-04-08,P1,Norte,20,6.66
2024-04-08,P2,Norte,24,2.51
2024-04-08,P3,Norte,23,5.49
2024-04-08,P4,Norte,20,3.43
2024-04-08,P5,Norte,22,6.28
2024-04-08,P6,Norte,23,6.58
2024-04-08,P7,Norte,15,4.38
2024-04-08,P8,Norte,19,7.58
2024-04-08,P9,Norte,19,6.12
2024-04-08,P10,Norte,20,7.24
2024-04-08,P1,Sur,16,4.56
2024-04-08,P2,Sur,11,5.88
2024-04-08,P3,Sur,14,6.93
2024-04-08,P4,Sur,24,9.94
2024-04-08,P5,Sur,18,9.11
2024-04-08,P6,Sur,23,7.59
2024-04-08,P7,Sur,18,5.03
2024-04-08,P8,Sur,11,3.81
2024-04-08,P9,Sur,23,9.15
2024-04-08,P10,Sur,21,6.21
2024-04-09,P1,Centro,22,4.85
2024-04-09,P2,Centro,22,3.96
2024-04-09,P3,Centro,18,4.31
2024-04-09,P4,Centro,19,5.53
2024-04-09,P5,Centro,23,5.78
2024-04-09,P6,Centro,24,2.63
2024-04-09,P7,Centro,25,7.86
2024-04-09,P8,Centro,19,7.89
2024-04-09,P9,Centro,21,8.76
2024-04-09,P10,Centro,19,7.13
2024-04-09,P1,Norte,13,1.97
2024-04-09,P2,Norte,25,9.7
2024-04-09,P3,Norte,23,7.38
2024-04-09,P4,Norte,9,9.85
2024-04-09,P5,Norte,15,4.27
2024-04-09,P6,Norte,13,3.43
2024-04-09,P7,Norte,25,7.85
2024-04-09,P8,Norte,17,4.37
2024-04-09,P9,Norte,17,7.47
2024-04-09,P10,Norte,20,8.05
2024-04-09,P1,Sur,12,8.57
2024-04-09,P2,Sur,15,3.16
2024-04-09,P3,Sur,16,6.64
2024-04-09,P4,Sur,20,5.06
2024-04-09,P5,Sur,17,7.52
2024-04-09,P6,Sur,15,5.61
2024-04-09,P7,Sur,22,1.92
2024-04-09,P8,Sur,13,2.32
2024-04-09,P9,Sur,21,7.97
2024-04-09,P10,Sur,15,6.85
2024-04-10,P1,Centro,23,9.98
2024-04-10,P2,Centro,19,4.9
2024-04-10,P3,Centro,16,7.53
2024-04-10,P4,Centro,16,7.26
2024-04-10,P5,Centro,19,6.68
2024-04-10,P6,Centro,28,8.28
2024-04-10,P7,Centro,11,8.48
2024-04-10,P8,Centro,23,7.8
2024-04-10,P9,Centro,15,9.76
2024-04-10,P10,Centro,16,3.6
2024-04-10,P1,Norte,21,9.98
2024-04-10,P2,Norte,14,6.41
2024-04-10,P3,Norte,23,9.04
2024-04-10,P4,Norte,20,5.83
2024-04-10,P5,Norte,16,7.05
2024-04-10,P6,Norte,19,6.49
2024-04-10,P7,Norte,24,4.99
2024-04-10,P8,Norte,26,1.98
2024-04-10,P9,Norte,23,7.64
2024-04-10,P10,Norte,21,4.08
2024-04-10,P1,Sur,19,1.98
2024-04-10,P2,Sur,22,7.39
2024-04-10,P3,Sur,18,2.22
2024-04-10,P4,Sur,18,9.24
2024-04-10,P5,Sur,29,4.8
2024-04-10,P6,Sur,18,2.13
2024-04-10,P7,Sur,17,9.6
2024-04-10,P8,Sur,21,4.48
2024-04-10,P9,Sur,22,8.13
2024-04-10,P10,Sur,18,7.98
2024-04-11,P1,Centro,23,9.45
2024-04-11,P2,Centro,17,2.24
2024-04-11,P3,Centro,17,5.98
2024-04-11,P4,Centro,19,7.79
2024-04-11,P5,Centro,30,9.51
2024-04-11,P6,Centro,17,9.98
2024-04-11,P7,Centro,17,8.3
2024-04-11,P8,Centro,25,5.39
2024-04-11,P9,Centro,16,1.62
2024-04-11,P10,Centro,20,4.14
2024-04-11,P1,Norte,19,6.61
2024-04-11,P2,Norte,16,9.13
2024-04-11,P3,Norte,23,2.68
2024-04-11,P4,Norte,22,4.63
2024-04-11,P5,Norte,23,4.12
2024-04-11,P6,Norte,20,2.37
2024-04-11,P7,Norte,19,3.46
2024-04-11,P8,Norte,20,7.94
2024-04-11,P9,Norte,23,8.14
2024-04-11,P10,Norte,16,9.9
2024-04-11,P1,Sur,17,6.3
2024-04-11,P2,Sur,18,8.72
2024-04-11,P3,Sur,26,4.42
2024-04-11,P4,Sur,23,9.48
2024-04-11,P5,Sur,21,8.72
2024-04-11,P6,Sur,22,8.85
2024-04-11,P7,Sur,20,7.86
2024-04-11,P8,Sur,19,5.35
2024-04-11,P9,Sur,17,8.85
2024-04-11,P10,Sur,19,2.01
2024-04-12,P1,Centro,22,8.28
2024-04-12,P2,Centro,22,4.61
2024-04-12,P3,Centro,23,7.89
2024-04-12,P4,Centro,14,2.7
2024-04-12,P5,Centro,18,4.41
2024-04-12,P6,Centro,27,3.32
2024-04-12,P7,Centro,22,6.0
2024-04-12,P8,Centro,23,1.59
2024-04-12,P9,Centro,18,2.05
2024-04-12,P10,Centro,24,3.97
2024-04-12,P1,Norte,22,8.18
2024-04-12,P2,Norte,21,3.26
2024-04-12,P3,Norte,18,7.18
2024-04-12,P4,Norte,21,6.24
2024-04-12,P5,Norte,16,6.74
2024-04-12,P6,Norte,32,9.62
2024-04-12,P7,Norte,17,5.86
2024-04-12,P8,Norte,23,5.75
2024-04-12,P9,Norte,16,2.26
2024-04-12,P10,Norte,31,6.46
2024-04-12,P1,Sur,23,6.69
2024-04-12,P2,Sur,19,1.72
2024-04-12,P3,Sur,18,7.26
2024-04-12,P4,Sur,23,2.68
2024-04-12,P5,Sur,18,2.0
2024-04-12,P6,Sur,30,7.84
2024-04-12,P7,Sur,22,6.93
2024-04-12,P8,Sur,22,4.64
2024-04-12,P9,Sur,28,9.35
2024-04-12,P10,Sur,23,5.73
2024-04-13,P1,Centro,18,1.94
2024-04-13,P2,Centro,15,5.88
2024-04-13,P3,Centro,19,3.63
2024-04-13,P4,Centro,29,2.68
2024-04-13,P5,Centro,21,4.2
2024-04-13,P6,Centro,21,2.56
2024-04-13,P7,Centro,18,6.29
2024-04-13,P8,Centro,20,7.23
2024-04-13,P9,Centro,25,9.59
2024-04-13,P10,Centro,25,3.25
2024-04-13,P1,Norte,19,4.47
2024-04-13,P2,Norte,17,4.88
2024-04-13,P3,Norte,21,6.97
2024-04-13,P4,Norte,20,6.14
2024-04-13,P5,Norte,25,4.09
2024-04-13,P6,Norte,22,9.83
2024-04-13,P7,Norte,22,8.07
2024-04-13,P8,Norte,16,6.02
2024-04-13,P9,Norte,17,1.66
2024-04-13,P10,Norte,14,7.56
2024-04-13,P1,Sur,17,7.34
2024-04-13,P2,Sur,20,2.55
2024-04-13,P3,Sur,17,4.09
2024-04-13,P4,Sur,16,9.27
2024-04-13,P5,Sur,24,7.49
2024-04-13,P6,Sur,15,3.33
2024-04-13,P7,Sur,24,4.33
2024-04-13,P8,Sur,23,9.63
2024-04-13,P9,Sur,27,9.05
2024-04-13,P10,Sur,19,2.99
2024-04-14,P1,Centro,23,5.12
2024-04-14,P2,Centro,19,1.74
2024-04-14,P3,Centro,22,5.49
2024-04-14,P4,Centro,19,9.99
2024-04-14,P5,Centro,18,9.83
2024-04-14,P6,Centro,21,4.0
2024-04-14,P7,Centro,18,1.94
2024-04-14,P8,Centro,22,5.67
2024-04-14,P9,Centro,19,6.79
2024-04-14,P10,Centro,17,3.76
2024-04-14,P1,Norte,22,2.99
2024-04-14,P2,Norte,17,9.28
2024-04-14,P3,Norte,20,3.82
2024-04-14,P4,Norte,15,6.38
2024-04-14,P5,Norte,20,6.01
2024-04-14,P6,Norte,20,5.21
2024-04-14,P7,Norte,22,6.01
2024-04-14,P8,Norte,19,9.45
2024-04-14,P9,Norte,18,3.13
2024-04-14,P10,Norte,26,9.55
2024-04-14,P1,Sur,17,2.1
2024-04-14,P2,Sur,12,8.8
2024-04-14,P3,Sur,14,4.68
2024-04-14,P4,Sur,19,7.37
2024-04-14,P5,Sur,26,7.46
2024-04-14,P6,Sur,23,3.87
2024-04-14,P7,Sur,16,8.72
2024-04-14,P8,Sur,24,2.42
2024-04-14,P9,Sur,31,7.86
2024-04-14,P10,Sur,24,9.72
2024-04-15,P1,Centro,13,6.2
2024-04-15,P2,Centro,20,3.16
2024-04-15,P3,Centro,20,5.32
2024-04-15,P4,Centro,29,4.69
2024-04-15,P5,Centro,25,7.9
2024-04-15,P6,Centro,21,6.09
2024-04-15,P7,Centro,19,2.36
2024-04-15,P8,Centro,17,8.77
2024-04-15,P9,Centro,15,2.1
2024-04-15,P10,Centro,18,2.81
2024-04-15,P1,Norte,20,8.62
2024-04-15,P2,Norte,30,2.11
2024-04-15,P3,Norte,13,6.99
2024-04-15,P4,Norte,23,7.01
2024-04-15,P5,Norte,17,8.97
2024-04-15,P6,Norte,17,2.95
2024-04-15,P7,Norte,25,9.57
2024-04-15,P8,Norte,23,7.21
2024-04-15,P9,Norte,19,9.53
2024-04-15,P10,Norte,20,7.15
2024-04-15,P1,Sur,14,2.2
2024-04-15,P2,Sur,18,6.03
2024-04-15,P3,Sur,19,9.38
2024-04-15,P4,Sur,24,3.15
2024-04-15,P5,Sur,17,2.88
2024-04-15,P6,Sur,19,4.2
2024-04-15,P7,Sur,22,6.51
2024-04-15,P8,Sur,21,8.99
2024-04-15,P9,Sur,26,8.65
2024-04-15,P10,Sur,18,5.92
2024-04-16,P1,Centro,25,4.37
2024-04-16,P2,Centro,23,4.26
2024-04-16,P3,Centro,21,2.68
2024-04-16,P4,Centro,18,4.85
2024-04-16,P5,Centro,21,5.82
2024-04-16,P6,Centro,15,1.96
2024-04-16,P7,Centro,22,8.03
2024-04-16,P8,Centro,20,5.36
2024-04-16,P9,Centro,23,5.18
2024-04-16,P10,Centro,22,3.58
2024-04-16,P1,Norte,30,7.61
2024-04-16,P2,Norte,21,4.31
2024-04-16,P3,Norte,19,1.6
2024-04-16,P4,Norte,16,5.8
2024-04-16,P5,Norte,12,6.22
2024-04-16,P6,Norte,15,5.03
2024-04-16,P7,Norte,19,6.49
2024-04-16,P8,Norte,20,6.1
2024-04-16,P9,Norte,21,6.35
2024-04-16,P10,Norte,15,6.83
2024-04-16,P1,Sur,22,5.49
2024-04-16,P2,Sur,18,4.75
2024-04-16,P3,Sur,26,7.83
2024-04-16,P4,Sur,27,8.17
2024-04-16,P5,Sur,18,7.98
2024-04-16,P6,Sur,18,2.29
2024-04-16,P7,Sur,15,4.63
2024-04-16,P8,Sur,22,3.95
2024-04-16,P9,Sur,18,3.3
2024-04-16,P10,Sur,18,2.03
2024-04-17,P1,Centro,19,6.68
2024-04-17,P2,Centro,11,7.99
2024-04-17,P3,Centro,16,5.44
2024-04-17,P4,Centro,16,7.99
2024-04-17,P5,Centro,20,1.76
2024-04-17,P6,Centro,31,2.39
2024-04-17,P7,Centro,23,8.59
2024-04-17,P8,Centro,23,2.75
2024-04-17,P9,Centro,25,4.78
2024-04-17,P10,Centro,17,4.83
2024-04-17,P1,Norte,19,5.05
2024-04-17,P2,Norte,12,6.72
2024-04-17,P3,Norte,29,2.66
2024-04-17,P4,Norte,14,9.02
2024-04-17,P5,Norte,23,6.05
2024-04-17,P6,Norte,27,4.57
2024-04-17,P7,Norte,18,7.6
2024-04-17,P8,Norte,31,6.86
2024-04-17,P9,Norte,24,1.98
2024-04-17,P10,Norte,22,6.09
2024-04-17,P1,Sur,14,4.93
2024-04-17,P2,Sur,19,4.24
2024-04-17,P3,Sur,18,9.7
2024-04-17,P4,Sur,18,2.22
2024-04-17,P5,Sur,14,3.47
2024-04-17,P6,Sur,26,9.68
2024-04-17,P7,Sur,18,7.15
2024-04-17,P8,Sur,16,9.58
2024-04-17,P9,Sur,20,8.3
2024-04-17,P10,Sur,25,2.91
2024-04-18,P1,Centro,16,3.21
2024-04-18,P2,Centro,17,3.68
2024-04-18,P3,Centro,23,6.83
2024-04-18,P4,Centro,27,2.37
2024-04-18,P5,Centro,17,2.41
2024-04-18,P6,Centro,21,2.92
2024-04-18,P7,Centro,19,7.67
2024-04-18,P8,Centro,24,8.82
2024-04-18,P9,Centro,21,9.24
2024-04-18,P10,Centro,17,8.53
2024-04-18,P1,Norte,20,9.83
2024-04-18,P2,Norte,21,5.9
2024-04-18,P3,Norte,22,3.65
2024-04-18,P4,Norte,22,7.69
2024-04-18,P5,Norte,17,8.38
2024-04-18,P6,Norte,20,7.81
2024-04-18,P7,Norte,19,2.98
2024-04-18,P8,Norte,16,2.71
2024-04-18,P9,Norte,21,8.31
2024-04-18,P10,Norte,20,4.8
2024-04-18,P1,Sur,22,7.2
2024-04-18,P2,Sur,25,4.46
2024-04-18,P3,Sur,16,6.14
2024-04-18,P4,Sur,22,7.88
2024-04-18,P5,Sur,22,9.69
2024-04-18,P6,Sur,20,8.06
2024-04-18,P7,Sur,24,7.01
2024-04-18,P8,Sur,15,6.39
2024-04-18,P9,Sur,15,6.45
2024-04-18,P10,Sur,10,9.97
2024-04-19,P1,Centro,20,9.12
2024-04-19,P2,Centro,19,9.38
2024-04-19,P3,Centro,19,7.14
2024-04-19,P4,Centro,13,5.43
2024-04-19,P5,Centro,16,9.21
2024-04-19,P6,Centro,18,5.05
2024-04-19,P7,Centro,15,8.31
2024-04-19,P8,Centro,16,6.28
2024-04-19,P9,Centro,25,4.42
2024-04-19,P10,Centro,15,6.1
2024-04-19,P1,Norte,17,9.53
2024-04-19,P2,Norte,21,9.38
2024-04-19,P3,Norte,16,3.17
2024-04-19,P4,Norte,22,1.81
2024-04-19,P5,Norte,18,5.76
2024-04-19,P6,Norte,23,8.01
2024-04-19,P7,Norte,23,1.72
2024-04-19,P8,Norte,19,8.28
2024-04-19,P9,Norte,29,8.94
2024-04-19,P10,Norte,25,4.09
2024-04-19,P1,Sur,21,8.24
2024-04-19,P2,Sur,20,4.3
2024-04-19,P3,Sur,21,2.01
2024-04-19,P4,Sur,21,8.11
2024-04-19,P5,Sur,18,9.22
2024-04-19,P6,Sur,21,2.49
2024-04-19,P7,Sur,24,2.17
2024-04-19,P8,Sur,20,2.42
2024-04-19,P9,Sur,27,5.37
2024-04-19,P10,Sur,17,7.36
2024-04-20,P1,Centro,16,7.48
2024-04-20,P2,Centro,22,7.61
2024-04-20,P3,Centro,25,2.53
2024-04-20,P4,Centro,26,4.04
2024-04-20,P5,Centro,16,9.85
2024-04-20,P6,Centro,27,9.4
2024-04-20,P7,Centro,16,7.28
2024-04-20,P8,Centro,22,8.93
2024-04-20,P9,Centro,22,2.18
2024-04-20,P10,Centro,24,6.0
2024-04-20,P1,Norte,17,9.74
2024-04-20,P2,Norte,27,4.88
2024-04-20,P3,Norte,15,4.63
2024-04-20,P4,Norte,24,7.84
2024-04-20,P5,Norte,20,3.76
2024-04-20,P6,Norte,28,4.91
2024-04-20,P7,Norte,31,5.37
2024-04-20,P8,Norte,15,7.29
2024-04-20,P9,Norte,13,5.04
2024-04-20,P10,Norte,19,9.44
2024-04-20,P1,Sur,16,6.19
2024-04-20,P2,Sur,18,7.47
2024-04-20,P3,Sur,17,5.84
2024-04-20,P4,Sur,12,2.61
2024-04-20,P5,Sur,13,4.2
2024-04-20,P6,Sur,20,5.82
2024-04-20,P7,Sur,18,6.26
2024-04-20,P8,Sur,27,7.19
2024-04-20,P9,Sur,16,6.49
2024-04-20,P10,Sur,28,7.51
2024-04-21,P1,Centro,20,8.38
2024-04-21,P2,Centro,19,2.14
2024-04-21,P3,Centro,24,5.38
2024-04-21,P4,Centro,15,3.51
2024-04-21,P5,Centro,21,8.95
2024-04-21,P6,Centro,15,2.47
2024-04-21,P7,Centro,20,4.12
2024-04-21,P8,Centro,21,3.16
2024-04-21,P9,Centro,18,3.44
2024-04-21,P10,Centro,19,8.99
2024-04-21,P1,Norte,16,3.71
2024-04-21,P2,Norte,19,6.63
2024-04-21,P3,Norte,19,9.42
2024-04-21,P4,Norte,18,4.78
2024-04-21,P5,Norte,18,4.17
2024-04-21,P6,Norte,17,2.42
2024-04-21,P7,Norte,21,2.37
2024-04-21,P8,Norte,23,8.25
2024-04-21,P9,Norte,22,1.99
2024-04-21,P10,Norte,23,3.24
2024-04-21,P1,Sur,24,4.2
2024-04-21,P2,Sur,22,6.21
2024-04-21,P3,Sur,24,5.6
2024-04-21,P4,Sur,17,3.34
2024-04-21,P5,Sur,23,1.84
2024-04-21,P6,Sur,28,4.65
2024-04-21,P7,Sur,13,9.98
2024-04-21,P8,Sur,13,8.25
2024-04-21,P9,Sur,10,4.74
